Nom,Dosage,Forme,Pr?sentation,Prix public,Prix hospitalier,DCI,Source
ELUDRIL,"0,1 %",Soluté buccal,FL/90 ml,"3,455","0,000",CHLORHEXIDINE,ballouchi.github.io/medoc
COLLUXID,"0,1 %",Soluté buccal,FL/120 ml,"2,805","0,000",CHLORHEXIDINE,ballouchi.github.io/medoc
HEXIDENT,"0,12 %",Soluté buccal,FL/120 ml,,"0,000",CHLORHEXIDINE,ballouchi.github.io/medoc
ELUDRILPRO,"0,5 ml/0,5 g",Soluté buccal,FL/200 ml,"11,615","0,000",CHLORHEXIDINE+CHLORBUTANOL,ballouchi.github.io/medoc
AUREOMYCINE SPECIA,"3,00%",Pommade dermique,T/15 gr,"1,545","1,313",CHLORTETRACYCLINE,ballouchi.github.io/medoc
PEROX EAU OXYGENEE STABILISEE CODEX,10 volumes,Solution externe,FL/120 ml,"4,545","1,776",EAU OXYGENEE,ballouchi.github.io/medoc
HEXABAIN,1 mg,Solution buccale,FL/200 ml,"5,600","0,000",HEXETIDINE,ballouchi.github.io/medoc
XYLOGEL,2%,Gel buccal,T/60 gr,"5,941","0,000",LIDOCAINE,ballouchi.github.io/medoc
AFTAGEL,,Gel buccal,Tube/15 ml,"6,225","0,000",LIDOCAINE+SULFATE DE ZINC,ballouchi.github.io/medoc
MICORAL,2%,Gel buccal,T/40 gr,"9,335","0,000",MICONAZOLE,ballouchi.github.io/medoc
DAKTARIN,2%,Gel buccal,T/40 gr,"15,295","0,000",MICONAZOLE,ballouchi.github.io/medoc
DAKTARIN,"2,00%",Gel buccal,T/40 gr,"18,220","0,000",MICONAZOLE,ballouchi.github.io/medoc
BETASEPTINE,10 %,Soluté buccal,FL/125 ml,"5,863","0,000",POLYVIDONE IODEE,ballouchi.github.io/medoc
PANSORAL,,Gel buccal,T/15 gr,"4,900","0,000",SALICYLATE DE CHOLINE,ballouchi.github.io/medoc
DELABARRE,,Gel gingival,T/20 gr,"10,775","0,000",TAMARIN,ballouchi.github.io/medoc
SARGENOR SANS SUCRE,,Comprimés à sucer,B/18,,"0,000",ARGININE ASPARTATE,ballouchi.github.io/medoc
SARGENOR,1 g,Ampoules buvables,B/20/5 ml,"11,720","0,000",ARGININE ASPARTATE,ballouchi.github.io/medoc
TONICALCIUM ENFANT,,Ampoules buvables,B/20/5 ml,"5,635","0,000",CALCIUM ASCORBATE+LYSINE ASCORBATE,ballouchi.github.io/medoc
TONICALCIUM ADULTE,,Ampoules buvables,B/20/10 ml,"7,545","0,000",CALCIUM ASCORBATE+LYSINE ASCORBATE,ballouchi.github.io/medoc
STIMOL,1 g,Poudre orale effervescente,B/18 Sachets,"8,255","0,000",CITRULLINE,ballouchi.github.io/medoc
OXYBOLDINE,"0,5 mg",Comprimés effervescents,B/2 Tubes/12,"8,775","0,000",BOLDINE,ballouchi.github.io/medoc
CETORNAN,5 g,Poudre pour solution orale,B/10 Sachets,"66,720","0,000",OXYGLURATE NEUTRE DE L+ ORNITHINE MONOHYDRAT,ballouchi.github.io/medoc
SORBITOCHOLINE,,Ampoules buvables,C/20/10 ml,"11,800","0,000",SORBITOL+CHOLINE,ballouchi.github.io/medoc
SORBITOCHOLINE,,Ampoules buvables,C/100/10 ml,,"0,000",SORBITOL+CHOLINE,ballouchi.github.io/medoc
URSOLVAN,200 mg,Gélules,B/30,"22,626","19,227",URSODESOXYCHOLIQUE ACIDE,ballouchi.github.io/medoc
URSOBILANE,300 mg,Gélules,B/60,"75,405","64,056",URSODESOXYCHOLIQUE ACIDE,ballouchi.github.io/medoc
UN-ALFA,"0,25 µg",Capsules orales,B/30,"5,696","4,820",ALFACALCIDOL,ballouchi.github.io/medoc
ALFACAPS,1 µg,Capsules molles,B/30,"38,740","32,921",ALFACALCIDOL,ballouchi.github.io/medoc
UN-ALFA,1 µg,Capsules orales,B/30,"53,455","32,921",ALFACALCIDOL,ballouchi.github.io/medoc
VITARGINE,250 mg/100 mg/20 mg,Comprimés pelliculés,B/24,"6,370","0,000",ARGININE+VITAMINE B1+VITAMINE B6,ballouchi.github.io/medoc
VITARGINE,250 mg/100 mg/20 mg,Comprimés pelliculés,B/60,"12,200","0,000",ARGININE+VITAMINE B1+VITAMINE B6,ballouchi.github.io/medoc
DEDROGYL,15 mg/100 ml,Gouttes buvables,FL/10 ml,"13,242","11,254",CALCIFEDIOL,ballouchi.github.io/medoc
D3PLUS CAPS,2000 UI,Capsules molles,B/30,"7,490","0,000",COLECALCIFEROL (Vit D3),ballouchi.github.io/medoc
D3PLUS CAPS,5000 UI,Capsules molles,B/30,"8,270","0,000",COLECALCIFEROL (Vit D3),ballouchi.github.io/medoc
D3PLUS CAPS,10000 UI,Capsules molles,B/30,"9,160","0,000",COLECALCIFEROL (Vit D3),ballouchi.github.io/medoc
D3PLUS CAPS,50000 UI,Capsules molles,B/20,"17,765","0,000",COLECALCIFEROL (Vit D3),ballouchi.github.io/medoc
CORNEREGEL,5%,Gel ophtalmique,Tube/10 gr,"9,835","0,000",DEXPANTHENOL,ballouchi.github.io/medoc
STEROGYL,"0,05%",Gouttes buvables,FL/20 ml,"3,025","2,567",ERGOCALCIFEROL,ballouchi.github.io/medoc
STEROGYL 15 H,"600000 UI/1,5 ml",Solution injectable,B/1 Amp,"7,750","0,000",ERGOCALCIFEROL,ballouchi.github.io/medoc
HYDROSOL POLYVITAMINE PHARMADEVELOPPEMENT,,Solution buvable,FL/20 ml,"12,105","0,000",POLYVITAMINES,ballouchi.github.io/medoc
VITAMINE A FAURE,,Collyre,FL/10 ml,"5,195","2,076",VITAMINE A,ballouchi.github.io/medoc
VITAMINE B1,100 mg,Solution injectable,B/4/2 ml,"5,280","0,000",VITAMINE B1,ballouchi.github.io/medoc
VITAMINE B1,100 mg,Solution injectable,B/50/2 ml,,"0,000",VITAMINE B1,ballouchi.github.io/medoc
TRI-B,,Comprimés enrobés,B/30,"10,000","0,000",VITAMINE B1+VITAMINE B12+VITAMINE B6,ballouchi.github.io/medoc
TRI-B,,Comprimés enrobés,B/500,,"0,000",VITAMINE B1+VITAMINE B12+VITAMINE B6,ballouchi.github.io/medoc
VITAMINE C IPS,500 mg,Comprimés à sucer,B/2 Tubes/10,"3,415","0,000",VITAMINE C,ballouchi.github.io/medoc
VITAMINE C 500,500 mg,Comprimés,B/20,"3,480","0,000",VITAMINE C,ballouchi.github.io/medoc
VITAMINE C UPSA,500 mg,Comprimés à sucer,B/20,"4,240","0,000",VITAMINE C,ballouchi.github.io/medoc
VITASCORBOL SANS SUCRE TAMPONNÉ,500 mg,Comprimés à sucer,B/2 Tubes/12,,"0,000",VITAMINE C,ballouchi.github.io/medoc
VITAMINE C,500 mg,Comprimés,B/500,,"0,000",VITAMINE C,ballouchi.github.io/medoc
VITAMYL,1 g,Comprimés effervescents,Tube/10,"2,340","0,000",VITAMINE C,ballouchi.github.io/medoc
UPSA-C,1000 mg,Comprimés effervescents,B/10,"3,430","0,000",VITAMINE C,ballouchi.github.io/medoc
ACIDE ASCORBIQUE A 10 POUR CENT RENAUDIN,500 mg/5 ml,Solution injectable,B/100/5 ml,,"0,000",VITAMINE C,ballouchi.github.io/medoc
D-MAX,200 000 UI/ml,Solution injectable I.M et buvable,B/1 Ampoule,"3,740","3,179",VITAMINE D,ballouchi.github.io/medoc
VITAMINE D3 B.O.N,200 000 UI/ml,Solution injectable,B/1 Ampoule 1 ml,"4,700","3,179",VITAMINE D,ballouchi.github.io/medoc
VIT D3,200 000 UI/ml,Solution injectable IM et Orale,B/1 Ampoule 1 ml,"5,170","3,179",VITAMINE D,ballouchi.github.io/medoc
VITAMIN E 100,100 mg,Capsules molles,B/50,"5,707","4,845",VITAMINE E,ballouchi.github.io/medoc
E CAPS,100 mg,Capsules molles,B/60,"8,995","5,814",VITAMINE E,ballouchi.github.io/medoc
VITAMIN E 200,200 mg,Capsules molles,B/60,"8,562","7,242",VITAMINE E,ballouchi.github.io/medoc
E CAPS,200 mg,Capsules molles,B/60,"11,250","7,242",VITAMINE E,ballouchi.github.io/medoc
DIBASE,100000 UI/ml,Solution injectable,B/6 Ampoules 1 ml,"9,670","0,000",VITAMINED3 (COLECACIFEROL),ballouchi.github.io/medoc
ALYOSTAL PRICK CONTRÔLE POSITIF,10 mg/ml,Solution pour prick-test cutané,B/1 FL/3 ml,,"0,000",HISTAMINE,ballouchi.github.io/medoc
ALYOSTAL PRICK CONTRÔLE NÉGATIF,,Solution pour prick-test cutané,B/1 FL/3 ml,,"0,000",Témoin Négatif,ballouchi.github.io/medoc
STALORAL CUPRESSACEES FL 300 IR,,,,"153,156","130,183",CUPRESSACEE,ballouchi.github.io/medoc
STALORAL CUPRESSACEES CT 10-100-300 IR,,,,"179,793","152,824",CUPRESSACEE,ballouchi.github.io/medoc
STALORAL DPT FL ENTRETIEN (1x300 IR) (F),,,,"142,162","120,838",D. PTERONYSSINUS (100% DPT),ballouchi.github.io/medoc
STALORAL DPT CT INITIAL (10-100-300 IR) (F),,,,"166,889","141,854",D. PTERONYSSINUS (100% DPT),ballouchi.github.io/medoc
ALYOSTAL PRICK,100 IR/ml ou 100 IC/ml ou 1000,Solution glycéro-saline d'extrais allergéniquesà usage diagnostique,B/1 FL/3 ml,,"0,000",EXTRAITS ALLERGENIQUES,ballouchi.github.io/medoc
STALORAL DPT +DF Coffret Entretien 300 IR Bt 1,,,,"153,156","116,976",MELANGE ACARIENS DERMATOPHAGOIDES(PTERONYSSINUS+FARINAE),ballouchi.github.io/medoc
STALORAL DPT + DF  Coffret Traitement initial (3 Fl :10/100/300 IR),,,,"179,793","152,824",MELANGE ACARIENS DERMATOPHAGOIDES(PTERONYSSINUS+FARINAE),ballouchi.github.io/medoc
STALORAL DPT/DF C/3F/10ml (300 IR) (F) coffret de 3 flacons d'entretien,,,C/3F/10ml (300 IR) (F),"412,857","350,928",MELANGE ACARIENS DERMATOPHAGOIDES(PTERONYSSINUS+FARINAE),ballouchi.github.io/medoc
STALORAL PARIETAIRE Bt 1 Fl 300 IR (F),,,,"141,625","120,381",PARIETAIRE,ballouchi.github.io/medoc
STALORAL PARIETAIRE CT (10-100-300) IR (F),,,,"153,769","130,703",PARIETAIRE,ballouchi.github.io/medoc
STALORAL,300 IR/ml,Solution sublinguale,C/1FL/10 ml (300IR),"153,156","116,976",POLLENS ARBRES ET ARBUSTES - OLIVIER,ballouchi.github.io/medoc
STALORAL,"10,100,300 IR/ml",Solution sublinguale,C/3FL/10 ml(10ou100/ou300IR),"179,793","152,824",POLLENS ARBRES ET ARBUSTES - OLIVIER,ballouchi.github.io/medoc
STALORAL OLIVIER ,,,C/3F/10ml (300 IR) (F),"412,857","350,928",POLLENS ARBRES ET ARBUSTES - OLIVIER,ballouchi.github.io/medoc
STALORAL 5 GRAMINEES ,,,C/3F/10ml (300 IR) (F),"412,857","350,928",POLLENS GRAMINEES -5 GRAMINEES,ballouchi.github.io/medoc
STALORAL,300 IR/ml,Gouttes buvables,C/3FL/10 ml (300IR),"179,793","152,824",POLLENS GRAMINEES -5 GRAMINEES,ballouchi.github.io/medoc
STALORAL P 5 GRAMINEES Coffret Entretien 300 IR Bt 1,,,,"153,156","116,976",POLLENS GRAMINEES -5 GRAMINEES,ballouchi.github.io/medoc
TELEBRIX 35,"35,00%",Solution injectable,FL/50 ml,"39,604","27,923",ACIDE IOXITALAMIQUE,ballouchi.github.io/medoc
TELEBRIX 35,"35,00%",Solution injectable,FL/100 ml,"67,839","55,845",ACIDE IOXITALAMIQUE,ballouchi.github.io/medoc
TELEBRIX 35,"35,00%",Solution injectable,FL/200 ml,"131,452","111,690",ACIDE IOXITALAMIQUE,ballouchi.github.io/medoc
MICROPAQUE,,Suspension buvable,FL/150 ml,"16,562","6,885",BARYUM SULFATE,ballouchi.github.io/medoc
MICROPAQUE,,Suspension buvable,Bidon/2L,"109,344","91,800",BARYUM SULFATE,ballouchi.github.io/medoc
XENETIX 300,300 mg/ml,Solution injectable,FL/100 ml,"127,593","108,375",IOBITRIDOL,ballouchi.github.io/medoc
XENETIX 350,350 mg/ml,Solution injectable,FL/20 ml,"38,832","24,310",IOBITRIDOL,ballouchi.github.io/medoc
XENETIX 350,350 mg/ml,Solution injectable,FL/50 ml,"71,649","60,775",IOBITRIDOL,ballouchi.github.io/medoc
XENETIX 350,350 mg/ml,Solution injectable,FL/100 ml,"143,042","121,550",IOBITRIDOL,ballouchi.github.io/medoc
PAMISCAN,300 mg/ml,Solution injectable,FL/50 ml,"30,490","25,118",IOPAMIDOL,ballouchi.github.io/medoc
PAMISCAN,300 mg/ml,Solution injectable,FL/100 ml,"59,170","50,235",IOPAMIDOL,ballouchi.github.io/medoc
PAMISCAN,370 mg/ml,Solution injectable,FL/50 ml,"33,070","28,008",IOPAMIDOL,ballouchi.github.io/medoc
PAMISCAN,370 mg/ml,Solution injectable,FL/100 ml,"65,905","56,015",IOPAMIDOL,ballouchi.github.io/medoc
SEDATIF PC,,Comprimés,B/40,"7,595","0,000",ABRUS PRECATORINE+ACONITUM NAPOLIS+BELLADONA...,ballouchi.github.io/medoc
SEDATIF PC,,Comprimés,B/90,"17,250","0,000",ABRUS PRECATORINE+ACONITUM NAPOLIS+BELLADONA...,ballouchi.github.io/medoc
CICADERMA,,Pommade dermique,T/30 gr,"9,695","0,000",ACHILLEE MILLEFEUILLE+CALENDULA TM+LEDUM PALUSTRE......,ballouchi.github.io/medoc
CORYZALIA,,Comprimés orodispersibles,B/40,"9,045","0,000",ALLIUM CEPA+BELLADONA...,ballouchi.github.io/medoc
CORYZALIA,,Solution buvable,B/20 unidoses/1 ml,,"0,000",ALLIUM CEPA+BELLADONA...,ballouchi.github.io/medoc
ARNIGEL,,Gel dermique,T/45 gr,"10,640","0,000",ARNICA,ballouchi.github.io/medoc
ARNICA COMPLEXE N°1,,Gouttes buvables,FL/30 ml,,"0,000",ARNICA,ballouchi.github.io/medoc
POMMADE A L'ARNICA,40 mg,Pommade dermique,T/20 gr,"5,200","0,000",ARNICA TM,ballouchi.github.io/medoc
CEPHYL,,Comprimés,B/20,"3,730","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
SPORTENINE,,Comprimés à croquer,B/22,"12,480","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
SPORTENINE,,Comprimés à croquer,B/33,"16,500","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
RHINALLERGY,,Comprimés à sucer,B/40,"8,940","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
COCCULINE,,Comprimés orodispersibles,B/40,"11,730","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
ANGIPAX,,Comprimés orodispersibles,B/40,,"0,000",HOMEOPATHIE,ballouchi.github.io/medoc
HOMEOVOX,,Comprimés drageifiés,B/60,"8,985","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
HOMEOGENE 9,,Comprimés,B/60,"10,520","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
PARAGRIPPE,,Comprimés,B/60,"11,330","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
GASTROCYNESINE,,Comprimés,B/60,"11,845","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
MERCUR SOL Complex N°39 Comp. Bt 61,,Comprimés,B/60,"12,770","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
SINUSPAX,,Comprimés à croquer,B/60,"14,825","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
BIOMAG AGRUMES,,Comprimés à croquer,B/90,"22,515","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
ACTHEANE,,Comprimés,B/120,"20,125","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
L.52,,Gouttes buvables,FL/30 ml,"12,650","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
L.114,,Gouttes buvables,FL/30 ml,"13,315","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
GOUTTES AUX ESSENCES Gttes.Buv. Fl 45ml,,Gouttes buvables,FL/45 ml,"8,765","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
Gouttes Homéopathiques Unitaires MG Fl 125ml,,Gouttes buvables,FL/125 ml,"18,340","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
Gouttes Homéopathiques Unitaires TM Fl 125ml,,Gouttes buvables,FL/125 ml,"18,920","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
OSCILLOCOCCINUM 200,,Globules,B/6 Doses/1 gr,"15,525","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
OSCILLOCOCCINUM 200,,Globules,B/30 Doses/1 gr,"55,450","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
Granules Homéopathiques Unitaires Tb Dose,,Granules,Tube,"4,195","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
Granules Homéopathiques Unitaires Tube,,Granules,Tube,"5,085","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
HOMEOPLASMINE,,Pommade dermique,T/18 gr,"6,685","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
POMMADES HOMEOPATHIQUES TUBES,,,Tube,"2,095","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
AVENOC,,Suppositoires,B/10,"11,500","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
AVENOC,,Pommade rectale,T/30 gr,"13,050","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
TUBES DOSES,,,,"2,950","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
TUBES GRANULES,,,,"3,555","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
CAMILIA,,Solution buvable,B/10 Récipients unidoses/1 ml,"11,615","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
TEINTURE MERES,,,FL/125 ml,"13,485","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
DROSETUX,,Sirop,FL/150 ml,"10,520","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
STODALINE SANS SUCRE,,Sirop,FL/200 ml,"12,075","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
STODAL,,Sirop,FL/200 ml,"14,260","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
QUIETUDE,,Sirop,FL/200 ml,"14,605","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
TEINTURES MERES MACERAT GLYCERINE,,,FL/250 ml,"18,645","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
CAMILIA,,Solution buvable,B/30 Récipients unidoses/1 ml,"29,610","0,000",HOMEOPATHIE,ballouchi.github.io/medoc
KAYEXALATE,454 g,Poudre pour solution orale,B/454 gr,"109,820","93,002",POLYSTYRENE SULFONATE DE NA,ballouchi.github.io/medoc
ALERGOSONE,2 mg,Comprimés dispersibles sécables,B/20,"7,680","5,950",BETAMETHASONE,ballouchi.github.io/medoc
CELESTENE,2 mg,Comprimés solubles,B/20,"8,355","5,950",BETAMETHASONE,ballouchi.github.io/medoc
BETACORT,"0,5 mg/ml",Gouttes buvables,FL/30 ml,"5,160","4,386",BETAMETHASONE,ballouchi.github.io/medoc
ALERGOSONE,"0,5 mg/ml",Gouttes buvables,FL/30 ml,"5,410","4,386",BETAMETHASONE,ballouchi.github.io/medoc
SUPRASTENE,"0,5 mg/ml",Gouttes buvables,FL/30 ml,"6,130","4,386",BETAMETHASONE,ballouchi.github.io/medoc
BETASTENE,"0,5 mg/ml",Gouttes buvables,FL/30 ml,"6,350","4,386",BETAMETHASONE,ballouchi.github.io/medoc
CELASONE 4,4 mg/ml,Solution injectable,B/3/1 ml,"5,445","4,628",BETAMETHASONE,ballouchi.github.io/medoc
CELESTENE CHRONODOSE,"5,7 mg/ml",Suspension injectable,B/1/1 ml,"2,239","1,903",BETAMETHASONE,ballouchi.github.io/medoc
DIPROSTENE,7 mg,Suspension injectable,B/1 Ser/1 ml,"5,550","4,718",BETAMETHASONE,ballouchi.github.io/medoc
ORADEXAN,4 mg/ml,Solution injectable,B/1/1 ml,"0,910","0,623",DEXAMETHASONE,ballouchi.github.io/medoc
UNIDEX,4 mg/ml,Solution injectable,B/1/1 ml,"0,924","0,623",DEXAMETHASONE,ballouchi.github.io/medoc
DEXAMEDIS,4 mg/ml,Solution injectable,B/1/1 ml,"1,010","0,623",DEXAMETHASONE,ballouchi.github.io/medoc
DEXONE 4,4 mg/ml,Solution injectable,B/1/1 ml,"1,015","0,623",DEXAMETHASONE,ballouchi.github.io/medoc
MEDAXON,4 mg/ml,Solution injectable,B/1 Ampoule 1 ml,"1,350","0,623",DEXAMETHASONE,ballouchi.github.io/medoc
DEXONE 4,4 mg/ml,Solution injectable,B/5/1 ml,"4,345","3,115",DEXAMETHASONE,ballouchi.github.io/medoc
UNIDEX,4 mg/ml,Solution injectable,B/10/1 ml,"7,335","6,231",DEXAMETHASONE,ballouchi.github.io/medoc
ORADEXAN,4 mg/ml,Solution injectable,B/10/1 ml,"8,020","6,231",DEXAMETHASONE,ballouchi.github.io/medoc
MEDAXON,4 mg/ml,Solution injectable,B/10/1 ml,"8,230","6,231",DEXAMETHASONE,ballouchi.github.io/medoc
MEDAXON,4 mg/ml,Solution injectable,B/10 Ampoules 1 ml,"9,030","6,231",DEXAMETHASONE,ballouchi.github.io/medoc
DEXONE 8,8 mg/2 ml,Solution injectable,B/1/2 ml,"1,250","1,063",DEXAMETHASONE,ballouchi.github.io/medoc
ORADEXAN,8 mg/2 ml,Solution injectable,B/1/2 ml,"1,260","1,063",DEXAMETHASONE,ballouchi.github.io/medoc
UNIDEX FORT,8 mg/2 ml,Solution injectable,B/1/2 ml,"1,450","1,063",DEXAMETHASONE,ballouchi.github.io/medoc
MEDAXON FORT,8 mg,Solution injectable,B/1 Ampoule 2 ml,"1,565","1,063",DEXAMETHASONE,ballouchi.github.io/medoc
DEXAMEDIS FORT,8 mg/2 ml,Solution injectable,B/1/2 ml,"1,570","1,063",DEXAMETHASONE,ballouchi.github.io/medoc
STEZA,10 mg,Comprimés sécables,B/30,"7,620","1,403",HYDROCORTISONE,ballouchi.github.io/medoc
SURANIL,10 mg,Comprimés sécables,B/60,"15,780","2,805",HYDROCORTISONE,ballouchi.github.io/medoc
CORTEF 10,10 mg,Comprimés sécables,FL/100,"6,640","4,675",HYDROCORTISONE,ballouchi.github.io/medoc
HYDROCORTISONE MEDIS,100 mg,Pdre p.prep.injectable,B/1 FL + Solvant 2 ml,"2,085","1,772",HYDROCORTISONE,ballouchi.github.io/medoc
MEDROL,4 mg,Comprimés sécables,B/30,"3,627","3,060",METHYLPREDNISOLONE,ballouchi.github.io/medoc
MEDROL,16 mg,Comprimés sécables,B/20,"7,022","5,967",METHYLPREDNISOLONE,ballouchi.github.io/medoc
MP 20,20 mg/2 ml,Pdre p.prep.injectable,B/1 FL + Solvant 2 ml,"2,090","1,777",METHYLPREDNISOLONE,ballouchi.github.io/medoc
SOLU-MEDROL,20 mg/2 ml,Pdre p.prep.injectable,B/1 FL + Solvant 2 ml,"2,130","1,777",METHYLPREDNISOLONE,ballouchi.github.io/medoc
SOLU-MEDROL,40 mg/2 ml,Pdre p.prep.injectable,B/1 FL + Solvant 2 ml,"3,100","2,635",METHYLPREDNISOLONE,ballouchi.github.io/medoc
MP 40,40 mg/2 ml,Pdre p.prep.injectable,B/1 FL + Solvant 2 ml,"3,220","2,635",METHYLPREDNISOLONE,ballouchi.github.io/medoc
DEPO-MEDROL,80 mg/2 ml,Suspension injectable,Ser/2 ml,"5,181","4,404",METHYLPREDNISOLONE,ballouchi.github.io/medoc
VITAPRED 1,1 mg,Comprimés orodispersibles,FL/30,"7,060","0,000",PREDNISOLONE,ballouchi.github.io/medoc
VITAPRED 5,5 mg,Comprimés orodispersibles,B/10,"2,695","1,794",PREDNISOLONE,ballouchi.github.io/medoc
VITAPRED 5,5 mg,Comprimés orodispersibles,B/20,"6,010","3,587",PREDNISOLONE,ballouchi.github.io/medoc
COPRED ODT,5 mg,Comprimés orodispersibles,B/30,"6,345","5,381",PREDNISOLONE,ballouchi.github.io/medoc
SOLUPRED,5 mg,Comprimés effervescents,FL/30,"6,470","5,381",PREDNISOLONE,ballouchi.github.io/medoc
VITAPRED 5,5 mg,Comprimés orodispersibles,FL/30,"8,030","5,381",PREDNISOLONE,ballouchi.github.io/medoc
VITAPRED 5,5 mg,Comprimés orodispersibles,B/30,"8,030","5,381",PREDNISOLONE,ballouchi.github.io/medoc
PREDNICORT,20 mg,Comprimés orodispersibles,B/10,"4,190","2,159",PREDNISOLONE,ballouchi.github.io/medoc
PRIMAPRED,20 mg,Comprimés orodispersibles sécables,B/10,"5,195","2,159",PREDNISOLONE,ballouchi.github.io/medoc
COPRED ODT,20 mg,Comprimés orodispersibles,B/10,"5,320","2,159",PREDNISOLONE,ballouchi.github.io/medoc
VITAPRED 20,20 mg,Comprimés orodispersibles,B/10,"5,890","2,159",PREDNISOLONE,ballouchi.github.io/medoc
COPRED EFF,20 mg,Comprimés effervescents,FL/10,"6,680","2,159",PREDNISOLONE,ballouchi.github.io/medoc
VITAPRED 20,20 mg,Comprimés orodispersibles,B/18,"8,530","3,886",PREDNISOLONE,ballouchi.github.io/medoc
PREDNICORT,20 mg,Comprimés orodispersibles,B/20,"5,080","4,318",PREDNISOLONE,ballouchi.github.io/medoc
PRIMAPRED,20 mg,Comprimés orodispersibles sécables,B/20,"9,395","4,318",PREDNISOLONE,ballouchi.github.io/medoc
COPRED ODT,20 mg,Comprimés orodispersibles,B/20,"9,530","4,318",PREDNISOLONE,ballouchi.github.io/medoc
SOLUPRED,20 mg,Comprimés effervescents,FL/20,"10,255","4,318",PREDNISOLONE,ballouchi.github.io/medoc
VITAPRED 20,20 mg,Comprimés orodispersibles,FL/20,"10,380","4,318",PREDNISOLONE,ballouchi.github.io/medoc
COPRED ODT,20 mg,Comprimés orodispersibles,B/30,"11,500","6,477",PREDNISOLONE,ballouchi.github.io/medoc
VITAPRED 20,20 mg,Comprimés orodispersibles,B/30,"12,900","6,477",PREDNISOLONE,ballouchi.github.io/medoc
VITAPRED,1 mg/ml,Solution buvable,FL/50 ml,"6,110","0,000",PREDNISOLONE,ballouchi.github.io/medoc
CORTIVANS,5 mg,Comprimés,B/30,"6,075","5,049",PREDNISONE,ballouchi.github.io/medoc
DIPRED,5 mg,Comprimés,B/30,"7,160","5,049",PREDNISONE,ballouchi.github.io/medoc
PREDNISONE,5 mg,Comprimés,B/30,"7,420","5,049",PREDNISONE,ballouchi.github.io/medoc
DIPRED,20 mg,Comprimés,B/15,"11,740","9,971",PREDNISONE,ballouchi.github.io/medoc
CETROTIDE,"0,25 mg",Pdre p.prep.injectable,B/1 FL + Ser/1 ml,"55,395","47,086",CETRORELIX,ballouchi.github.io/medoc
MINIRIN,60 µg,Lyophilisat oral,B/30,"72,930","61,991",DESMOPRESSINE,ballouchi.github.io/medoc
GLUCAGEN HYPOKIT,1 mg,Pdre p.prep.injectable,FL + Ser/1 ml,"73,850","73,850",GLUCAGON,ballouchi.github.io/medoc
BASDENE,25 mg,Comprimés,B/50,"0,761","0,638",BENZYLTHIOURACILE,ballouchi.github.io/medoc
LEVOTHYROX,25 µg,Comprimés sécables,B/30,"1,292","1,097",LEVOTHYROXINE,ballouchi.github.io/medoc
THYROFIX,25 µg,Comprimés,B/30,"2,430","1,097",LEVOTHYROXINE,ballouchi.github.io/medoc
BERLTHYROX,50 µg,Comprimés sécables,B/50,"4,267","2,890",LEVOTHYROXINE,ballouchi.github.io/medoc
BERLTHYROX,50 µg,Comprimés sécables,B/100,"6,847","5,780",LEVOTHYROXINE,ballouchi.github.io/medoc
LEVOTHYROX,75 µg,Comprimés sécables,B/30,"2,782","2,346",LEVOTHYROXINE,ballouchi.github.io/medoc
THYROFIX,75 µg,Comprimés,B/30,"5,560","2,346",LEVOTHYROXINE,ballouchi.github.io/medoc
